C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
29,KARNATAKA,001000,ASSAMESE,9871,7083,2788,,,,,,,,,,
29,KARNATAKA,,,,,,002000,BENGALI ,61,50,11,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,23,19,4
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,2,1,1
29,KARNATAKA,,,,,,,,,,,014000,NEPALI ,1,1,0
29,KARNATAKA,,,,,,,,,,,022000,URDU,3,3,0
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,15,12,3
29,KARNATAKA,,,,,,003000,BODO ,1,1,0,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,,,,,,005000,GUJARATI,2,2,0,,,,,
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,1,1,0
29,KARNATAKA,,,,,,006000,HINDI ,4495,3593,902,,,,,
29,KARNATAKA,,,,,,,,,,,002000,BENGALI ,84,65,19
29,KARNATAKA,,,,,,,,,,,003000,BODO ,1,1,0
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,201,166,35
29,KARNATAKA,,,,,,,,,,,011000,MALAYALAM,2,1,1
29,KARNATAKA,,,,,,,,,,,013000,MARATHI ,3,2,1
29,KARNATAKA,,,,,,,,,,,014000,NEPALI ,18,15,3
29,KARNATAKA,,,,,,,,,,,015000,ODIA ,6,5,1
29,KARNATAKA,,,,,,,,,,,016000,PUNJABI ,1,1,0
29,KARNATAKA,,,,,,,,,,,020000,TAMIL ,5,2,3
29,KARNATAKA,,,,,,,,,,,021000,TELUGU ,2,2,0
29,KARNATAKA,,,,,,,,,,,022000,URDU,11,10,1
29,KARNATAKA,,,,,,,,,,,037000,COORGI/KODAGU ,2,0,2
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,1300,918,382
29,KARNATAKA,,,,,,,,,,,115000,TIBETAN ,1,0,1
29,KARNATAKA,,,,,,007000,KANNADA,539,396,143,,,,,
29,KARNATAKA,,,,,,,,,,,002000,BENGALI ,3,2,1
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,157,122,35
29,KARNATAKA,,,,,,,,,,,013000,MARATHI ,1,0,1
29,KARNATAKA,,,,,,,,,,,014000,NEPALI ,7,6,1
29,KARNATAKA,,,,,,,,,,,020000,TAMIL ,11,10,1
29,KARNATAKA,,,,,,,,,,,021000,TELUGU ,1,1,0
29,KARNATAKA,,,,,,,,,,,022000,URDU,1,1,0
29,KARNATAKA,,,,,,,,,,,037000,COORGI/KODAGU ,10,5,5
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,80,54,26
29,KARNATAKA,,,,,,011000,MALAYALAM,7,5,2,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,,,,,,014000,NEPALI ,7,7,0,,,,,
29,KARNATAKA,,,,,,,,,,,002000,BENGALI ,1,1,0
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,3,3,0
29,KARNATAKA,,,,,,015000,ODIA ,2,2,0,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,,,,,,020000,TAMIL ,9,5,4,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,1,1,0
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,1,0,1
29,KARNATAKA,,,,,,021000,TELUGU ,13,9,4,,,,,
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,2,1,1
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,1,1,0
29,KARNATAKA,,,,,,022000,URDU,29,23,6,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,2,2,0
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,1,1,0
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,5,2,3
29,KARNATAKA,,,,,,023000,ADI ,1,0,1,,,,,
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,1,0,1
29,KARNATAKA,,,,,,037000,COORGI/KODAGU ,11,7,4,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,2,2,0
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,7,4,3
29,KARNATAKA,,,,,,040000,ENGLISH ,2784,1707,1077,,,,,
29,KARNATAKA,,,,,,,,,,,002000,BENGALI ,41,19,22
29,KARNATAKA,,,,,,,,,,,005000,GUJARATI,1,0,1
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1850,1131,719
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,67,39,28
29,KARNATAKA,,,,,,,,,,,014000,NEPALI ,2,1,1
29,KARNATAKA,,,,,,,,,,,017000,SANSKRIT ,2,2,0
29,KARNATAKA,,,,,,,,,,,020000,TAMIL ,1,1,0
29,KARNATAKA,,,,,,,,,,,022000,URDU,3,2,1
29,KARNATAKA,,,,,,043000,GARO ,1,1,0,,,,,
29,KARNATAKA,,,,,,052000,KARBI/MIKIR ,3,3,0,,,,,
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,3,3,0
29,KARNATAKA,,,,,,115000,TIBETAN ,10,10,0,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,,,,,,117000,TULU ,1,1,0,,,,,
29,KARNATAKA,,,,,,124000,OTHERS,1,1,0,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,1,1,0
29,KARNATAKA,002000,BENGALI ,87963,52733,35230,,,,,,,,,,
29,KARNATAKA,,,,,,001000,ASSAMESE,154,110,44,,,,,
29,KARNATAKA,,,,,,,,,,,003000,BODO ,1,0,1
29,KARNATAKA,,,,,,,,,,,005000,GUJARATI,1,0,1
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,68,51,17
29,KARNATAKA,,,,,,,,,,,007000,KANNADA,1,1,0
29,KARNATAKA,,,,,,,,,,,014000,NEPALI ,2,1,1
29,KARNATAKA,,,,,,,,,,,017000,SANSKRIT ,1,1,0
29,KARNATAKA,,,,,,,,,,,020000,TAMIL ,1,1,0
29,KARNATAKA,,,,,,,,,,,022000,URDU,2,2,0
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,25,17,8
29,KARNATAKA,,,,,,004000,DOGRI ,1,0,1,,,,,
29,KARNATAKA,,,,,,005000,GUJARATI,22,9,13,,,,,
29,KARNATAKA,,,,,,,,,,,006000,HINDI ,6,1,5
29,KARNATAKA,,,,,,,,,,,022000,URDU,1,1,0
29,KARNATAKA,,,,,,,,,,,040000,ENGLISH ,6,4,2
29,KARNATAKA,,,,,,006000,HINDI ,30632,20290,10342,,,,,
29,KARNATAKA,,,,,,,,,,,001000,ASSAMESE,112,88,24
29,KARNATAKA,,,,,,,,,,,005000,GUJARATI,12,9,3
