C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
26,DADRA & NAGAR HAVELI,001000,ASSAMESE,957,866,91,,,,,,,,,,
26,DADRA & NAGAR HAVELI,,,,,,002000,BENGALI ,4,4,0,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,3,3,0
26,DADRA & NAGAR HAVELI,,,,,,005000,GUJARATI,3,2,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,2,1,1
26,DADRA & NAGAR HAVELI,,,,,,006000,HINDI ,845,777,68,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,002000,BENGALI ,18,15,3
26,DADRA & NAGAR HAVELI,,,,,,,,,,,005000,GUJARATI,4,3,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,023000,ADI ,4,4,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,030000,BHILI/BHILODI ,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,67,51,16
26,DADRA & NAGAR HAVELI,,,,,,040000,ENGLISH ,41,39,2,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,28,26,2
26,DADRA & NAGAR HAVELI,002000,BENGALI ,3116,2197,919,,,,,,,,,,
26,DADRA & NAGAR HAVELI,,,,,,001000,ASSAMESE,4,3,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,3,2,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,005000,GUJARATI,26,19,7,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,13,10,3
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,6,5,1
26,DADRA & NAGAR HAVELI,,,,,,006000,HINDI ,2449,1795,654,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,001000,ASSAMESE,13,8,5
26,DADRA & NAGAR HAVELI,,,,,,,,,,,005000,GUJARATI,58,43,15
26,DADRA & NAGAR HAVELI,,,,,,,,,,,013000,MARATHI ,9,7,2
26,DADRA & NAGAR HAVELI,,,,,,,,,,,014000,NEPALI ,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,015000,ODIA ,8,7,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,018000,SANTALI ,2,1,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,020000,TAMIL ,2,1,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,022000,URDU,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,669,442,227
26,DADRA & NAGAR HAVELI,,,,,,,,,,,124000,OTHERS,5,5,0
26,DADRA & NAGAR HAVELI,,,,,,013000,MARATHI ,3,2,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,005000,GUJARATI,1,0,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,2,2,0
26,DADRA & NAGAR HAVELI,,,,,,014000,NEPALI ,3,3,0,,,,,
26,DADRA & NAGAR HAVELI,,,,,,020000,TAMIL ,1,1,0,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,040000,ENGLISH ,203,142,61,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,005000,GUJARATI,1,0,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,134,87,47
26,DADRA & NAGAR HAVELI,,,,,,,,,,,020000,TAMIL ,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,124000,OTHERS,4,4,0,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,4,4,0
26,DADRA & NAGAR HAVELI,003000,BODO ,28,27,1,,,,,,,,,,
26,DADRA & NAGAR HAVELI,,,,,,006000,HINDI ,28,27,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,001000,ASSAMESE,3,3,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,2,2,0
26,DADRA & NAGAR HAVELI,004000,DOGRI ,3,2,1,,,,,,,,,,
26,DADRA & NAGAR HAVELI,,,,,,006000,HINDI ,2,1,1,,,,,
26,DADRA & NAGAR HAVELI,005000,GUJARATI,73831,37477,36354,,,,,,,,,,
26,DADRA & NAGAR HAVELI,,,,,,002000,BENGALI ,3,2,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,2,1,1
26,DADRA & NAGAR HAVELI,,,,,,006000,HINDI ,42196,23003,19193,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,002000,BENGALI ,5,2,3
26,DADRA & NAGAR HAVELI,,,,,,,,,,,007000,KANNADA,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,009000,KONKANI,4,2,2
26,DADRA & NAGAR HAVELI,,,,,,,,,,,011000,MALAYALAM,1,1,0
26,DADRA & NAGAR HAVELI,,,,,,,,,,,013000,MARATHI ,835,452,383
26,DADRA & NAGAR HAVELI,,,,,,,,,,,017000,SANSKRIT ,22,11,11
26,DADRA & NAGAR HAVELI,,,,,,,,,,,019000,SINDHI,8,4,4
26,DADRA & NAGAR HAVELI,,,,,,,,,,,020000,TAMIL ,5,0,5
26,DADRA & NAGAR HAVELI,,,,,,,,,,,021000,TELUGU ,2,0,2
26,DADRA & NAGAR HAVELI,,,,,,,,,,,022000,URDU,59,30,29
26,DADRA & NAGAR HAVELI,,,,,,,,,,,028000,ARABIC/ARBI ,5,3,2
26,DADRA & NAGAR HAVELI,,,,,,,,,,,030000,BHILI/BHILODI ,97,53,44
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,9164,5431,3733
26,DADRA & NAGAR HAVELI,,,,,,,,,,,117000,TULU ,1,0,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,124000,OTHERS,25,15,10
26,DADRA & NAGAR HAVELI,,,,,,009000,KONKANI,4,3,1,,,,,
26,DADRA & NAGAR HAVELI,,,,,,013000,MARATHI ,400,197,203,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,002000,BENGALI ,1,0,1
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,239,130,109
26,DADRA & NAGAR HAVELI,,,,,,,,,,,040000,ENGLISH ,26,16,10
26,DADRA & NAGAR HAVELI,,,,,,014000,NEPALI ,3,1,2,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,006000,HINDI ,2,1,1
26,DADRA & NAGAR HAVELI,,,,,,017000,SANSKRIT ,2,2,0,,,,,
26,DADRA & NAGAR HAVELI,,,,,,,,,,,013000,MARATHI ,2,2,0
