C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
10,BIHAR,001000,ASSAMESE,2087,1408,679,,,,,,,,,,
10,BIHAR,,,,,,002000,BENGALI ,30,26,4,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,6,2,4
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,1,1,0
10,BIHAR,,,,,,003000,BODO ,1,1,0,,,,,
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,1,1,0
10,BIHAR,,,,,,005000,GUJARATI,3,3,0,,,,,
10,BIHAR,,,,,,006000,HINDI ,1008,726,282,,,,,
10,BIHAR,,,,,,,,,,,002000,BENGALI ,25,21,4
10,BIHAR,,,,,,,,,,,003000,BODO ,1,1,0
10,BIHAR,,,,,,,,,,,010000,MAITHILI ,3,2,1
10,BIHAR,,,,,,,,,,,022000,URDU,2,1,1
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,191,161,30
10,BIHAR,,,,,,007000,KANNADA,3,3,0,,,,,
10,BIHAR,,,,,,010000,MAITHILI ,477,258,219,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,3,0,3
10,BIHAR,,,,,,011000,MALAYALAM,6,6,0,,,,,
10,BIHAR,,,,,,012000,MANIPURI ,3,3,0,,,,,
10,BIHAR,,,,,,013000,MARATHI ,5,5,0,,,,,
10,BIHAR,,,,,,014000,NEPALI ,3,3,0,,,,,
10,BIHAR,,,,,,015000,ODIA ,6,6,0,,,,,
10,BIHAR,,,,,,016000,PUNJABI ,1,1,0,,,,,
10,BIHAR,,,,,,018000,SANTALI ,1,1,0,,,,,
10,BIHAR,,,,,,020000,TAMIL ,44,44,0,,,,,
10,BIHAR,,,,,,021000,TELUGU ,2,2,0,,,,,
10,BIHAR,,,,,,022000,URDU,19,17,2,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,1,0,1
10,BIHAR,,,,,,028000,ARABIC/ARBI ,1,1,0,,,,,
10,BIHAR,,,,,,040000,ENGLISH ,146,123,23,,,,,
10,BIHAR,,,,,,,,,,,002000,BENGALI ,2,1,1
10,BIHAR,,,,,,,,,,,006000,HINDI ,36,33,3
10,BIHAR,,,,,,082000,LUSHAI/MIZO ,3,3,0,,,,,
10,BIHAR,,,,,,124000,OTHERS,5,5,0,,,,,
10,BIHAR,002000,BENGALI ,810771,416561,394210,,,,,,,,,,
10,BIHAR,,,,,,001000,ASSAMESE,19,17,2,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,1,1,0
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,1,1,0
10,BIHAR,,,,,,004000,DOGRI ,2,2,0,,,,,
10,BIHAR,,,,,,005000,GUJARATI,4,3,1,,,,,
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,3,2,1
10,BIHAR,,,,,,006000,HINDI ,378140,208044,170096,,,,,
10,BIHAR,,,,,,,,,,,001000,ASSAMESE,13,10,3
10,BIHAR,,,,,,,,,,,003000,BODO ,1,1,0
10,BIHAR,,,,,,,,,,,005000,GUJARATI,12,6,6
10,BIHAR,,,,,,,,,,,007000,KANNADA,1,1,0
10,BIHAR,,,,,,,,,,,008000,KASHMIRI ,1,1,0
10,BIHAR,,,,,,,,,,,010000,MAITHILI ,315,208,107
10,BIHAR,,,,,,,,,,,013000,MARATHI ,1,1,0
10,BIHAR,,,,,,,,,,,014000,NEPALI ,36,20,16
10,BIHAR,,,,,,,,,,,015000,ODIA ,4,2,2
10,BIHAR,,,,,,,,,,,016000,PUNJABI ,3,3,0
10,BIHAR,,,,,,,,,,,017000,SANSKRIT ,55,38,17
10,BIHAR,,,,,,,,,,,018000,SANTALI ,20,11,9
10,BIHAR,,,,,,,,,,,022000,URDU,29517,16698,12819
10,BIHAR,,,,,,,,,,,028000,ARABIC/ARBI ,122,59,63
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,13327,7782,5545
10,BIHAR,,,,,,,,,,,072000,KURUKH/ORAON ,5,4,1
10,BIHAR,,,,,,,,,,,092000,MUNDARI ,2,1,1
10,BIHAR,,,,,,,,,,,124000,OTHERS,30,19,11
10,BIHAR,,,,,,007000,KANNADA,4,3,1,,,,,
10,BIHAR,,,,,,010000,MAITHILI ,1454,802,652,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,153,96,57
10,BIHAR,,,,,,,,,,,022000,URDU,6,4,2
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,24,15,9
10,BIHAR,,,,,,011000,MALAYALAM,8,8,0,,,,,
10,BIHAR,,,,,,012000,MANIPURI ,4,2,2,,,,,
10,BIHAR,,,,,,013000,MARATHI ,10,8,2,,,,,
10,BIHAR,,,,,,014000,NEPALI ,41,25,16,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,15,9,6
10,BIHAR,,,,,,,,,,,010000,MAITHILI ,1,1,0
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,5,3,2
10,BIHAR,,,,,,015000,ODIA ,7,3,4,,,,,
10,BIHAR,,,,,,016000,PUNJABI ,4,4,0,,,,,
10,BIHAR,,,,,,017000,SANSKRIT ,20,8,12,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,3,1,2
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,5,2,3
10,BIHAR,,,,,,018000,SANTALI ,61,36,25,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,15,11,4
10,BIHAR,,,,,,,,,,,022000,URDU,4,2,2
10,BIHAR,,,,,,019000,SINDHI,4,2,2,,,,,
10,BIHAR,,,,,,020000,TAMIL ,20,17,3,,,,,
10,BIHAR,,,,,,021000,TELUGU ,13,10,3,,,,,
10,BIHAR,,,,,,022000,URDU,97955,51606,46349,,,,,
10,BIHAR,,,,,,,,,,,006000,HINDI ,34029,19342,14687
10,BIHAR,,,,,,,,,,,010000,MAITHILI ,6,3,3
10,BIHAR,,,,,,,,,,,014000,NEPALI ,2,0,2
10,BIHAR,,,,,,,,,,,018000,SANTALI ,3,1,2
10,BIHAR,,,,,,,,,,,020000,TAMIL ,2,0,2
10,BIHAR,,,,,,,,,,,028000,ARABIC/ARBI ,690,367,323
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,100,72,28
10,BIHAR,,,,,,,,,,,072000,KURUKH/ORAON ,3,1,2
10,BIHAR,,,,,,,,,,,124000,OTHERS,19,11,8
10,BIHAR,,,,,,023000,ADI ,1,1,0,,,,,
10,BIHAR,,,,,,024000,AFGHANI/KABULI/PASHTO ,1,1,0,,,,,
10,BIHAR,,,,,,028000,ARABIC/ARBI ,255,95,160,,,,,
10,BIHAR,,,,,,,,,,,005000,GUJARATI,2,1,1
10,BIHAR,,,,,,,,,,,006000,HINDI ,74,32,42
10,BIHAR,,,,,,,,,,,022000,URDU,35,12,23
10,BIHAR,,,,,,,,,,,040000,ENGLISH ,4,2,2
