C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
07,NCT OF DELHI,001000,ASSAMESE,8573,4762,3811,,,,,,,,,,
07,NCT OF DELHI,,,,,,002000,BENGALI ,85,44,41,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,48,28,20
07,NCT OF DELHI,,,,,,,,,,,014000,NEPALI ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,021000,TELUGU ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,23,11,12
07,NCT OF DELHI,,,,,,003000,BODO ,3,2,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,1,1,0
07,NCT OF DELHI,,,,,,005000,GUJARATI,1,1,0,,,,,
07,NCT OF DELHI,,,,,,006000,HINDI ,5260,3032,2228,,,,,
07,NCT OF DELHI,,,,,,,,,,,002000,BENGALI ,87,53,34
07,NCT OF DELHI,,,,,,,,,,,003000,BODO ,3,3,0
07,NCT OF DELHI,,,,,,,,,,,005000,GUJARATI,2,2,0
07,NCT OF DELHI,,,,,,,,,,,011000,MALAYALAM,2,1,1
07,NCT OF DELHI,,,,,,,,,,,014000,NEPALI ,12,6,6
07,NCT OF DELHI,,,,,,,,,,,016000,PUNJABI ,3,2,1
07,NCT OF DELHI,,,,,,,,,,,017000,SANSKRIT ,7,6,1
07,NCT OF DELHI,,,,,,,,,,,018000,SANTALI ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,020000,TAMIL ,3,1,2
07,NCT OF DELHI,,,,,,,,,,,021000,TELUGU ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,022000,URDU,8,6,2
07,NCT OF DELHI,,,,,,,,,,,028000,ARABIC/ARBI ,4,3,1
07,NCT OF DELHI,,,,,,,,,,,033000,BISHNUPURIYA,1,0,1
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,2497,1435,1062
07,NCT OF DELHI,,,,,,,,,,,124000,OTHERS,2,2,0
07,NCT OF DELHI,,,,,,011000,MALAYALAM,2,0,2,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,2,0,2
07,NCT OF DELHI,,,,,,012000,MANIPURI ,3,1,2,,,,,
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,3,1,2
07,NCT OF DELHI,,,,,,014000,NEPALI ,12,8,4,,,,,
07,NCT OF DELHI,,,,,,,,,,,002000,BENGALI ,1,0,1
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,7,6,1
07,NCT OF DELHI,,,,,,016000,PUNJABI ,2,1,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,1,0,1
07,NCT OF DELHI,,,,,,,,,,,124000,OTHERS,1,1,0
07,NCT OF DELHI,,,,,,017000,SANSKRIT ,5,4,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,2,1,1
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,3,3,0
07,NCT OF DELHI,,,,,,020000,TAMIL ,2,0,2,,,,,
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,1,0,1
07,NCT OF DELHI,,,,,,022000,URDU,23,16,7,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,11,7,4
07,NCT OF DELHI,,,,,,,,,,,028000,ARABIC/ARBI ,2,2,0
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,3,1,2
07,NCT OF DELHI,,,,,,028000,ARABIC/ARBI ,4,3,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,022000,URDU,1,1,0
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,1,1,0
07,NCT OF DELHI,,,,,,040000,ENGLISH ,1871,1045,826,,,,,
07,NCT OF DELHI,,,,,,,,,,,002000,BENGALI ,46,21,25
07,NCT OF DELHI,,,,,,,,,,,003000,BODO ,2,2,0
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,1330,735,595
07,NCT OF DELHI,,,,,,,,,,,011000,MALAYALAM,1,0,1
07,NCT OF DELHI,,,,,,,,,,,014000,NEPALI ,2,1,1
07,NCT OF DELHI,,,,,,,,,,,015000,ODIA ,1,0,1
07,NCT OF DELHI,,,,,,,,,,,016000,PUNJABI ,3,2,1
07,NCT OF DELHI,,,,,,,,,,,017000,SANSKRIT ,7,6,1
07,NCT OF DELHI,,,,,,,,,,,022000,URDU,1,1,0
07,NCT OF DELHI,,,,,,,,,,,028000,ARABIC/ARBI ,1,0,1
07,NCT OF DELHI,,,,,,,,,,,124000,OTHERS,4,4,0
07,NCT OF DELHI,,,,,,124000,OTHERS,2,1,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,002000,BENGALI ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,1,0,1
07,NCT OF DELHI,002000,BENGALI ,215960,113544,102416,,,,,,,,,,
07,NCT OF DELHI,,,,,,001000,ASSAMESE,127,70,57,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,51,27,24
07,NCT OF DELHI,,,,,,,,,,,014000,NEPALI ,1,1,0
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,30,14,16
07,NCT OF DELHI,,,,,,005000,GUJARATI,4,3,1,,,,,
07,NCT OF DELHI,,,,,,,,,,,006000,HINDI ,2,2,0
07,NCT OF DELHI,,,,,,,,,,,040000,ENGLISH ,1,1,0
07,NCT OF DELHI,,,,,,006000,HINDI ,150489,80249,70240,,,,,
07,NCT OF DELHI,,,,,,,,,,,001000,ASSAMESE,117,76,41
07,NCT OF DELHI,,,,,,,,,,,003000,BODO ,4,3,1
07,NCT OF DELHI,,,,,,,,,,,005000,GUJARATI,29,17,12
07,NCT OF DELHI,,,,,,,,,,,007000,KANNADA,2,1,1
07,NCT OF DELHI,,,,,,,,,,,008000,KASHMIRI ,3,1,2
07,NCT OF DELHI,,,,,,,,,,,009000,KONKANI,3,1,2
07,NCT OF DELHI,,,,,,,,,,,010000,MAITHILI ,10,1,9
07,NCT OF DELHI,,,,,,,,,,,011000,MALAYALAM,3,1,2
07,NCT OF DELHI,,,,,,,,,,,012000,MANIPURI ,1,0,1
07,NCT OF DELHI,,,,,,,,,,,013000,MARATHI ,15,9,6
07,NCT OF DELHI,,,,,,,,,,,014000,NEPALI ,30,14,16
07,NCT OF DELHI,,,,,,,,,,,015000,ODIA ,157,90,67
07,NCT OF DELHI,,,,,,,,,,,016000,PUNJABI ,101,56,45
07,NCT OF DELHI,,,,,,,,,,,017000,SANSKRIT ,128,62,66
07,NCT OF DELHI,,,,,,,,,,,018000,SANTALI ,3,2,1
07,NCT OF DELHI,,,,,,,,,,,019000,SINDHI,3,2,1
07,NCT OF DELHI,,,,,,,,,,,020000,TAMIL ,9,3,6
07,NCT OF DELHI,,,,,,,,,,,021000,TELUGU ,12,6,6
