C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
01,JAMMU & KASHMIR,001000,ASSAMESE,8340,7881,459,,,,,,,,,,
01,JAMMU & KASHMIR,,,,,,002000,BENGALI ,101,100,1,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,65,64,1
01,JAMMU & KASHMIR,,,,,,,,,,,014000,NEPALI ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,7,7,0
01,JAMMU & KASHMIR,,,,,,003000,BODO ,23,22,1,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,11,10,1
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,3,3,0
01,JAMMU & KASHMIR,,,,,,006000,HINDI ,6212,5910,302,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,002000,BENGALI ,133,129,4
01,JAMMU & KASHMIR,,,,,,,,,,,003000,BODO ,8,8,0
01,JAMMU & KASHMIR,,,,,,,,,,,012000,MANIPURI ,3,3,0
01,JAMMU & KASHMIR,,,,,,,,,,,014000,NEPALI ,15,14,1
01,JAMMU & KASHMIR,,,,,,,,,,,022000,URDU,6,5,1
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,1807,1670,137
01,JAMMU & KASHMIR,,,,,,,,,,,124000,OTHERS,2,2,0
01,JAMMU & KASHMIR,,,,,,008000,KASHMIRI ,4,0,4,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,022000,URDU,1,0,1
01,JAMMU & KASHMIR,,,,,,012000,MANIPURI ,2,2,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,1,1,0
01,JAMMU & KASHMIR,,,,,,014000,NEPALI ,17,14,3,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,6,5,1
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,1,1,0
01,JAMMU & KASHMIR,,,,,,016000,PUNJABI ,1,1,0,,,,,
01,JAMMU & KASHMIR,,,,,,022000,URDU,12,10,2,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,002000,BENGALI ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,1,1,0
01,JAMMU & KASHMIR,,,,,,040000,ENGLISH ,852,798,54,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,002000,BENGALI ,2,2,0
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,508,474,34
01,JAMMU & KASHMIR,,,,,,,,,,,014000,NEPALI ,2,2,0
01,JAMMU & KASHMIR,,,,,,087000,MIRI/MISHING,1,1,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,1,1,0
01,JAMMU & KASHMIR,,,,,,124000,OTHERS,1,1,0,,,,,
01,JAMMU & KASHMIR,002000,BENGALI ,19830,15243,4587,,,,,,,,,,
01,JAMMU & KASHMIR,,,,,,001000,ASSAMESE,38,34,4,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,21,20,1
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,7,6,1
01,JAMMU & KASHMIR,,,,,,004000,DOGRI ,21,10,11,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,13,8,5
01,JAMMU & KASHMIR,,,,,,005000,GUJARATI,1,1,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,1,1,0
01,JAMMU & KASHMIR,,,,,,006000,HINDI ,12097,10651,1446,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,001000,ASSAMESE,73,71,2
01,JAMMU & KASHMIR,,,,,,,,,,,004000,DOGRI ,17,7,10
01,JAMMU & KASHMIR,,,,,,,,,,,005000,GUJARATI,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,007000,KANNADA,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,008000,KASHMIRI ,18,3,15
01,JAMMU & KASHMIR,,,,,,,,,,,012000,MANIPURI ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,013000,MARATHI ,4,3,1
01,JAMMU & KASHMIR,,,,,,,,,,,014000,NEPALI ,16,15,1
01,JAMMU & KASHMIR,,,,,,,,,,,015000,ODIA ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,016000,PUNJABI ,5,4,1
01,JAMMU & KASHMIR,,,,,,,,,,,017000,SANSKRIT ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,020000,TAMIL ,5,4,1
01,JAMMU & KASHMIR,,,,,,,,,,,021000,TELUGU ,3,2,1
01,JAMMU & KASHMIR,,,,,,,,,,,022000,URDU,57,41,16
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,4213,3636,577
01,JAMMU & KASHMIR,,,,,,,,,,,116000,TRIPURI ,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,124000,OTHERS,12,12,0
01,JAMMU & KASHMIR,,,,,,008000,KASHMIRI ,920,80,840,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,22,0,22
01,JAMMU & KASHMIR,,,,,,,,,,,022000,URDU,165,16,149
01,JAMMU & KASHMIR,,,,,,012000,MANIPURI ,1,1,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,1,1,0
01,JAMMU & KASHMIR,,,,,,013000,MARATHI ,2,2,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,1,1,0
01,JAMMU & KASHMIR,,,,,,014000,NEPALI ,18,17,1,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,001000,ASSAMESE,1,1,0
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,5,5,0
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,2,2,0
01,JAMMU & KASHMIR,,,,,,015000,ODIA ,8,7,1,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,5,4,1
01,JAMMU & KASHMIR,,,,,,,,,,,040000,ENGLISH ,2,2,0
01,JAMMU & KASHMIR,,,,,,016000,PUNJABI ,3,3,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,1,1,0
01,JAMMU & KASHMIR,,,,,,017000,SANSKRIT ,2,2,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,2,2,0
01,JAMMU & KASHMIR,,,,,,018000,SANTALI ,2,2,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,2,2,0
01,JAMMU & KASHMIR,,,,,,020000,TAMIL ,2,2,0,,,,,
01,JAMMU & KASHMIR,,,,,,,,,,,006000,HINDI ,2,2,0
01,JAMMU & KASHMIR,,,,,,021000,TELUGU ,5,3,2,,,,,
