C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,
20,JHARKHAND,001000,ASSAMESE,1324,1046,278,,,,,,,,,,
20,JHARKHAND,,,,,,002000,BENGALI ,24,16,8,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,19,12,7
20,JHARKHAND,,,,,,,,,,,014000,NEPALI ,1,1,0
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,1,1,0
20,JHARKHAND,,,,,,,,,,,078000,LEPCHA ,1,1,0
20,JHARKHAND,,,,,,003000,BODO ,1,1,0,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,1,1,0
20,JHARKHAND,,,,,,006000,HINDI ,1060,873,187,,,,,
20,JHARKHAND,,,,,,,,,,,002000,BENGALI ,108,98,10
20,JHARKHAND,,,,,,,,,,,003000,BODO ,1,1,0
20,JHARKHAND,,,,,,,,,,,014000,NEPALI ,14,13,1
20,JHARKHAND,,,,,,,,,,,015000,ODIA ,1,0,1
20,JHARKHAND,,,,,,,,,,,016000,PUNJABI ,1,1,0
20,JHARKHAND,,,,,,,,,,,018000,SANTALI ,1,0,1
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,285,241,44
20,JHARKHAND,,,,,,,,,,,043000,GARO ,1,1,0
20,JHARKHAND,,,,,,,,,,,052000,KARBI/MIKIR ,1,1,0
20,JHARKHAND,,,,,,,,,,,072000,KURUKH/ORAON ,2,0,2
20,JHARKHAND,,,,,,,,,,,092000,MUNDARI ,1,0,1
20,JHARKHAND,,,,,,012000,MANIPURI ,2,2,0,,,,,
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,2,2,0
20,JHARKHAND,,,,,,014000,NEPALI ,9,9,0,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,9,9,0
20,JHARKHAND,,,,,,015000,ODIA ,1,0,1,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,1,0,1
20,JHARKHAND,,,,,,018000,SANTALI ,1,0,1,,,,,
20,JHARKHAND,,,,,,022000,URDU,1,0,1,,,,,
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,1,0,1
20,JHARKHAND,,,,,,040000,ENGLISH ,84,57,27,,,,,
20,JHARKHAND,,,,,,,,,,,002000,BENGALI ,5,4,1
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,40,24,16
20,JHARKHAND,,,,,,048000,HO,1,1,0,,,,,
20,JHARKHAND,002000,BENGALI ,3213423,1643318,1570105,,,,,,,,,,
20,JHARKHAND,,,,,,001000,ASSAMESE,31,21,10,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,17,14,3
20,JHARKHAND,,,,,,,,,,,014000,NEPALI ,2,1,1
20,JHARKHAND,,,,,,,,,,,015000,ODIA ,1,1,0
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,5,3,2
20,JHARKHAND,,,,,,005000,GUJARATI,65,37,28,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,4,3,1
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,3,1,2
20,JHARKHAND,,,,,,006000,HINDI ,1841948,1062434,779514,,,,,
20,JHARKHAND,,,,,,,,,,,001000,ASSAMESE,56,40,16
20,JHARKHAND,,,,,,,,,,,005000,GUJARATI,43,21,22
20,JHARKHAND,,,,,,,,,,,007000,KANNADA,9,7,2
20,JHARKHAND,,,,,,,,,,,008000,KASHMIRI ,4,2,2
20,JHARKHAND,,,,,,,,,,,009000,KONKANI,1,1,0
20,JHARKHAND,,,,,,,,,,,010000,MAITHILI ,28,13,15
20,JHARKHAND,,,,,,,,,,,011000,MALAYALAM,7,3,4
20,JHARKHAND,,,,,,,,,,,012000,MANIPURI ,1,1,0
20,JHARKHAND,,,,,,,,,,,013000,MARATHI ,38,26,12
20,JHARKHAND,,,,,,,,,,,014000,NEPALI ,33,23,10
20,JHARKHAND,,,,,,,,,,,015000,ODIA ,21446,12796,8650
20,JHARKHAND,,,,,,,,,,,016000,PUNJABI ,66,30,36
20,JHARKHAND,,,,,,,,,,,017000,SANSKRIT ,1494,948,546
20,JHARKHAND,,,,,,,,,,,018000,SANTALI ,16826,12045,4781
20,JHARKHAND,,,,,,,,,,,019000,SINDHI,1,1,0
20,JHARKHAND,,,,,,,,,,,020000,TAMIL ,16,10,6
20,JHARKHAND,,,,,,,,,,,021000,TELUGU ,34,21,13
20,JHARKHAND,,,,,,,,,,,022000,URDU,10372,6153,4219
20,JHARKHAND,,,,,,,,,,,028000,ARABIC/ARBI ,257,154,103
20,JHARKHAND,,,,,,,,,,,032000,BHUMIJ ,114,75,39
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,291535,184491,107044
20,JHARKHAND,,,,,,,,,,,048000,HO,825,513,312
20,JHARKHAND,,,,,,,,,,,054000,KHARIA ,3,2,1
20,JHARKHAND,,,,,,,,,,,062000,KODA/KORA ,2,2,0
20,JHARKHAND,,,,,,,,,,,072000,KURUKH/ORAON ,118,72,46
20,JHARKHAND,,,,,,,,,,,083000,MALTO ,37,25,12
20,JHARKHAND,,,,,,,,,,,091000,MUNDA,103,46,57
20,JHARKHAND,,,,,,,,,,,092000,MUNDARI ,939,509,430
20,JHARKHAND,,,,,,,,,,,124000,OTHERS,83,53,30
20,JHARKHAND,,,,,,010000,MAITHILI ,28,13,15,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,15,7,8
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,5,3,2
20,JHARKHAND,,,,,,011000,MALAYALAM,2,2,0,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,1,1,0
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,1,1,0
20,JHARKHAND,,,,,,013000,MARATHI ,9,6,3,,,,,
20,JHARKHAND,,,,,,,,,,,005000,GUJARATI,1,0,1
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,2,1,1
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,5,4,1
20,JHARKHAND,,,,,,014000,NEPALI ,98,59,39,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,23,21,2
20,JHARKHAND,,,,,,,,,,,018000,SANTALI ,1,1,0
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,4,1,3
20,JHARKHAND,,,,,,015000,ODIA ,21778,9079,12699,,,,,
20,JHARKHAND,,,,,,,,,,,006000,HINDI ,6809,3973,2836
20,JHARKHAND,,,,,,,,,,,010000,MAITHILI ,1,1,0
20,JHARKHAND,,,,,,,,,,,017000,SANSKRIT ,3,0,3
20,JHARKHAND,,,,,,,,,,,018000,SANTALI ,160,77,83
20,JHARKHAND,,,,,,,,,,,022000,URDU,2,2,0
20,JHARKHAND,,,,,,,,,,,032000,BHUMIJ ,7,1,6
20,JHARKHAND,,,,,,,,,,,040000,ENGLISH ,243,98,145
