Districtid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74
AR_Changlang,0,0,0,0,0,0,0,0,0,0,2,30,27,11,7,12,13,13,12,109,46,30,65,36,112,61,75,104,62,158,97,41,19,23,23,18,22,10,23,10,2,0,1,5,2,1,0,0,0,0,0,1,0,0,0,2,0,16,52,73,152,212,399,235,251,159,115,133,117,161,84,98,36,77
AR_East Kameng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,74,41,25,32,18,14,15,11,10,13,7,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,13,17,41,73,102,114,69,60,38,58,57,41,34,24,21
AR_East Siang,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,21,20,30,57,47,35,65,35,81,47,66,59,90,115,97,53,44,50,33,17,8,18,17,9,4,11,2,2,1,0,0,0,0,0,0,0,0,0,0,5,40,42,65,63,68,142,79,106,116,118,120,240,208,170,99,84,54
AR_Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,11,0,10,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,60,36,8,5,17,16,24,52,60,39,52,37,35
AR_Kra Daadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,22,2,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,1,12,13,50,39,26,18,4,15,17,3,7,4
AR_Kurung Kumey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,22,35,7,10,2,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,20,12,79,45,51,100,20,22,19,3,1,1
AR_Lepa Rada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,1,1,1,4,6,7,29,19,5,11,12,37,26,4,16,19,28,12,19,5,2,3,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,3,1,5,15,11,17,8,23,48,20,18,31,26,50,47,74,36,21,52
AR_Lohit,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,5,14,38,57,11,6,16,34,22,18,47,70,41,121,34,9,7,4,0,2,2,5,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,12,29,60,127,139,140,171,102,94,131,121,213,215,261,116,100,81
AR_Longding,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,5,2,2,2,3,23,31,34,52,17,15,16,9,13,7,3,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,6,12,28,47,44,42,36,75,61,67,23,11,7
AR_Lower Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,8,5,2,10,5,6,30,48,62,12,22,25,64,35,26,46,18,18,9,2,2,8,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,13,23,111,231,154,102,136,173,98,42,50,50,80,84,76,87,70,63,47
AR_Lower Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,2,7,25,19,12,25,19,15,13,27,64,20,3,4,1,2,2,1,5,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,38,32,19,4,17,41,13,33,24,23,20,39,33,51,22
AR_Lower Subansiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,11,14,0,1,1,8,11,42,56,35,23,37,42,14,29,22,4,2,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,52,101,129,164,214,164,86,81,82,93,76,148,233,232,261,129
AR_Namsai,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,3,5,21,20,30,76,16,10,4,6,11,7,21,27,16,45,29,21,13,14,1,12,5,2,1,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,5,15,17,69,104,157,241,158,132,98,93,27,76,111,88,85,28,28
AR_Pakke Kessang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,24,1,0,9,29,10,12,9,10,5,8,3,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,5,12,5,34,8,20,30,48,20,17,15,14,4,11
AR_Papum Pare,0,0,0,0,0,0,0,0,0,0,1,4,0,19,19,47,48,218,324,191,62,100,112,191,342,499,745,910,776,652,543,227,228,147,117,59,58,41,34,26,8,9,10,7,1,4,0,0,0,0,1,0,1,0,1,5,39,236,422,512,515,541,633,509,502,421,510,672,824,975,1104,923,660,518
AR_Shi Yomi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,8,3,0,3,2,0,1,2,0,53,12,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,11,3,2,5,2,1,21,15,11,14,10,18
AR_Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,18,19,1,1,2,4,7,13,30,13,4,1,5,2,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,31,2,2,7,13,14,45,50,37,22,27,5
AR_Tawang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,14,28,13,12,41,34,60,15,28,32,25,23,3,19,26,13,6,10,8,6,6,24,20,13,7,2,2,1,0,0,0,0,0,0,0,0,0,0,1,16,41,64,77,215,356,206,31,61,36,131,97,102,162,81,66,64
AR_Tirap,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,24,28,10,10,14,29,88,13,16,32,53,96,62,32,18,19,14,1,9,3,3,4,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,9,21,26,22,21,5,18,16,14,22,35,28,52,44,52,24,8
AR_Upper Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,12,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,44,18,56,22,8,11,21,2,3,6,9,25,18,6
AR_Upper Siang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,18,0,4,2,27,12,26,18,22,9,25,32,53,29,20,16,22,7,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,7,77,40,48,48,39,16,18,22,22,45,52,41,35
AR_Upper Subansiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,17,97,15,23,11,14,57,57,39,32,26,24,13,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,12,31,30,139,98,96,127,70,105,162,141,122,132,103,66,34
AR_West Kameng,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,12,2,1,3,16,17,106,95,89,47,19,47,79,37,26,44,37,15,41,54,37,34,19,13,6,7,5,1,21,1,3,0,0,1,0,0,0,1,0,0,1,9,81,65,77,51,94,138,150,150,210,175,160,211,239,163,121,79,82
AR_West Siang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,12,20,35,16,24,123,65,46,56,127,190,121,66,57,18,13,9,6,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,15,16,25,25,4,10,29,15,40,31,74,125,135,94,39,24
AS_Dibrugarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS_Udalguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_Araria,0,0,0,0,0,0,2,0,2,1,35,33,15,15,13,17,33,81,122,305,388,844,435,524,723,575,518,382,269,298,406,265,119,195,133,68,103,70,68,49,34,27,20,24,22,14,2,3,7,7,1,1,4,71,41,125,304,693,1119,1431,1389,1173,664,285,183,67,36,23,40,11,7,11,9,9
BR_Arwal,0,0,0,0,0,0,4,4,4,11,22,9,16,21,10,16,38,87,142,197,195,221,186,88,141,95,132,147,80,59,52,46,30,38,36,23,16,20,22,33,41,44,27,25,26,12,3,9,1,0,0,0,2,7,19,139,438,804,996,1067,757,378,156,51,33,21,19,15,13,12,9,5,4,5
BR_Aurangabad,0,0,0,0,0,0,8,6,8,26,19,17,39,45,34,81,19,112,141,463,333,466,519,265,340,289,204,139,179,145,174,200,111,109,96,69,126,99,47,30,160,77,156,44,28,24,69,11,7,33,2,9,5,16,42,214,822,3386,3749,2759,1897,848,469,62,47,27,6,19,13,8,9,13,13,8,0,0,0,0,0,0,-19790,222,431,346,243,399,699,713,1313,1685,1724,1460,2094,2462,2007,2315,2252,2022,1999,4131,3242,2895,2224,1645,1213,1258,591,1010,621,466,1075,696,554,819,610,376,505,238,299,236,252,372,820,1589,2226,3957,8890,11610,8708,9705,9603,9400,9409,7482,5524,4735,3077,1491,1019,942,796,708,867,533,595,425,386,180
BR_Banka,0,0,0,0,0,0,3,1,28,38,42,18,38,34,25,13,55,59,77,250,374,256,165,134,188,161,169,254,235,154,121,84,45,53,52,43,50,66,49,43,45,40,31,42,27,10,7,16,9,8,1,0,0,5,26,66,339,496,908,799,562,354,109,30,18,17,8,8,2,5,5,5,2,2
BR_Begusarai,0,0,0,0,0,0,11,15,28,76,69,63,37,48,42,87,182,417,259,515,730,1376,718,548,370,230,208,171,196,146,124,94,86,69,165,70,109,93,71,91,121,115,131,114,48,30,26,17,20,10,5,11,17,55,49,224,1173,3074,4513,3584,2704,1738,1161,286,163,75,56,35,18,34,11,33,7,11
BR_Bhagalpur,0,0,0,0,0,0,5,9,24,34,69,90,91,29,89,128,347,617,640,466,715,621,727,606,619,578,446,263,314,214,282,284,126,130,123,115,136,132,95,106,63,55,61,36,25,16,17,6,15,12,7,7,43,65,156,623,2501,3148,3259,3050,1514,1077,372,135,96,42,33,27,25,26,17,12,10,6
BR_Bhojpur,0,0,0,0,0,0,18,1,17,3,42,22,43,4,59,64,26,292,396,636,571,589,368,281,260,149,130,133,84,109,98,166,59,52,38,26,37,30,36,45,66,34,53,32,23,7,6,3,1,8,7,2,8,21,45,210,670,1035,928,972,483,302,164,53,35,28,12,19,10,15,13,11,8,6
BR_Buxar,0,0,0,0,0,0,53,3,3,55,3,9,28,46,24,8,49,142,220,459,544,734,323,180,161,132,96,127,100,53,58,37,41,54,24,23,54,30,25,30,32,16,19,17,3,4,4,2,0,1,1,0,1,8,30,98,514,1203,1167,1061,491,348,184,61,23,11,1,6,4,4,1,1,3,1
BR_Darbhanga,0,0,0,0,0,0,5,4,7,24,47,43,18,68,70,65,51,77,137,269,328,489,317,223,229,278,169,178,144,86,78,86,49,56,99,63,89,56,54,28,34,38,68,80,28,15,4,8,2,7,8,7,10,13,33,157,256,667,1108,1224,837,1039,515,220,181,104,83,51,24,31,29,13,11,19
BR_East Champaran,0,0,0,0,0,0,5,5,6,46,35,30,13,27,9,66,80,280,290,407,864,1232,986,534,513,312,330,318,313,333,267,268,117,96,85,47,93,97,75,58,55,42,33,33,24,11,6,9,3,8,5,10,12,10,26,118,630,1561,1659,1693,2363,1335,470,239,136,76,63,55,13,30,16,9,6,4
BR_Gaya,0,0,0,0,0,0,6,0,2,33,32,36,25,38,21,73,104,398,702,739,581,903,403,440,335,223,219,221,279,234,202,252,189,227,156,108,121,90,139,129,65,67,61,34,40,77,47,34,18,15,4,3,15,46,134,933,2695,5474,7214,4261,2307,1700,635,123,113,45,26,23,12,15,6,10,16,12
BR_Gopalganj,0,0,0,0,0,0,18,0,14,57,20,23,23,55,36,58,115,169,116,334,382,480,396,325,341,488,249,332,285,225,189,325,93,72,72,56,28,93,157,49,24,29,53,11,9,8,10,2,5,1,2,0,2,19,25,146,655,909,1820,2085,2056,1495,722,313,262,198,77,28,3,13,7,2,2,3
BR_Jamui,0,0,0,0,0,0,0,0,12,15,7,11,6,5,19,19,70,157,232,310,208,188,142,125,177,137,151,193,249,116,129,108,58,62,36,31,49,45,44,7,18,11,2,3,2,1,3,8,0,2,4,0,2,5,17,75,254,938,1374,1841,989,436,131,44,32,22,35,6,5,9,12,4,5,5
BR_Jehanabad,0,0,0,0,0,0,4,1,22,79,38,33,11,29,16,24,56,95,298,218,306,584,285,172,203,174,77,149,179,154,179,179,167,123,94,77,75,68,94,82,74,77,29,33,13,5,1,6,13,0,1,0,4,36,123,444,988,1301,1665,775,413,220,99,55,15,11,3,8,4,2,0,5,2,4
BR_Kaimur,0,0,0,0,0,0,27,5,2,12,31,23,38,10,14,46,14,84,14,218,156,306,175,74,112,84,57,100,62,59,24,40,22,28,33,11,29,19,30,19,69,52,49,41,16,25,18,7,5,11,0,0,4,2,19,105,157,518,700,596,314,122,76,25,33,15,3,7,5,4,4,1,1,1
BR_Katihar,0,0,0,0,0,0,4,7,6,68,49,33,42,48,34,64,55,158,255,353,1181,1163,571,431,291,326,217,210,164,261,268,172,126,37,56,63,111,82,118,71,52,36,16,11,9,3,3,2,4,8,3,7,5,12,40,83,371,1331,1707,2394,2469,1098,632,321,149,102,49,28,18,12,25,11,11,12
BR_Khagaria,0,0,0,0,0,0,0,5,38,74,37,120,17,5,2,23,90,251,185,363,340,362,218,88,134,105,111,68,47,82,51,40,23,20,22,13,16,18,30,24,40,9,31,24,5,1,1,0,2,10,0,2,1,5,13,62,157,1013,1634,1555,1258,502,271,153,55,51,30,33,19,36,31,13,11,7
BR_Kishanganj,0,0,0,0,0,0,0,1,11,2,30,49,29,10,25,37,35,84,111,361,204,375,304,373,282,232,216,197,195,141,148,192,125,87,54,53,61,77,79,49,34,26,15,7,1,2,1,4,2,1,0,0,10,12,22,113,224,528,835,1025,920,957,478,222,133,83,48,37,48,39,10,17,16,8
BR_Lakhisarai,0,0,0,0,0,0,4,0,10,12,11,30,4,14,40,11,40,239,198,176,202,299,292,174,132,270,244,209,152,180,143,121,30,81,51,57,51,62,56,35,54,47,41,19,9,16,23,2,13,3,3,2,0,9,8,106,349,661,762,587,549,338,183,79,91,56,39,45,7,10,10,9,4,7
BR_Madhepura,0,0,0,0,0,0,2,0,14,25,22,34,44,12,34,29,42,62,180,245,268,427,324,242,313,260,226,310,298,270,285,217,109,102,88,64,71,54,47,35,37,34,16,13,8,4,4,6,1,3,2,3,10,9,17,109,382,933,1493,1650,1233,827,363,224,136,88,52,38,15,15,8,18,8,9
BR_Madhubani,0,0,0,0,0,0,18,6,29,80,57,27,74,50,96,60,88,112,78,411,594,956,1067,568,662,299,374,306,280,189,143,219,107,83,101,60,97,88,62,69,57,46,40,29,14,19,8,11,13,3,11,14,12,13,48,86,365,1048,2038,2477,2054,1364,382,280,149,74,26,38,30,15,22,15,13,15
BR_Munger,0,0,0,0,0,0,95,9,21,15,15,27,86,28,37,63,121,309,53,244,351,466,271,124,120,128,151,174,165,117,161,178,128,103,73,66,67,53,41,48,32,28,37,21,13,8,7,3,5,7,7,7,19,19,54,262,924,2139,1559,2153,1820,888,300,406,151,23,39,28,9,9,3,9,4,1
BR_Muzaffarpur,0,0,0,0,0,0,0,3,17,15,20,23,73,54,83,156,195,443,486,891,775,913,947,701,691,468,451,626,408,373,305,442,232,204,319,195,208,172,161,174,234,176,121,72,44,23,15,20,13,11,12,10,9,29,96,588,1996,3371,3413,3828,2397,1806,851,450,204,126,71,41,28,36,29,10,14,14
BR_Nalanda,0,0,0,0,0,0,36,3,28,16,26,11,24,21,35,147,103,534,441,841,733,674,550,295,254,284,372,418,294,229,192,339,177,243,143,83,106,86,112,116,87,87,83,51,28,12,11,7,13,16,4,3,17,19,43,177,574,2116,3385,4069,2109,1309,711,236,87,54,49,26,21,18,7,10,10,9
BR_Nawada,0,0,0,0,0,0,4,1,30,23,28,39,55,20,53,86,145,355,198,371,219,225,154,112,179,136,103,127,125,157,196,158,165,122,96,51,89,65,85,88,71,46,7,28,7,13,9,0,28,38,17,5,12,23,33,132,436,1086,1532,1181,699,369,149,153,50,54,19,32,11,17,12,6,7,3
BR_Patna,0,0,0,0,0,0,44,8,54,90,44,33,44,79,168,401,726,1890,2313,3464,3344,3664,2317,1952,1683,1499,1539,1639,1595,1846,1857,2002,1634,1434,1728,1283,1407,1370,1683,1525,1559,1454,1101,915,532,316,216,121,112,115,82,115,167,428,1190,4702,10720,18137,16827,18714,9894,7604,2882,988,429,289,286,214,108,78,77,44,38,33
BR_Purnia,0,0,0,0,0,0,1,1,27,7,36,64,84,35,33,22,53,126,328,467,569,803,728,485,583,534,409,612,712,318,482,312,255,220,189,131,146,195,121,92,59,34,45,27,12,19,16,9,7,29,0,1,4,11,38,259,682,2058,3278,2622,2762,1423,666,389,311,152,106,75,59,21,19,18,12,10
BR_Rohtas,0,0,0,0,0,0,52,7,18,77,52,24,52,27,16,45,46,332,677,753,677,735,439,282,248,225,239,399,202,241,123,137,60,112,61,34,49,56,74,51,48,29,51,48,23,10,7,10,5,2,3,7,15,43,53,188,695,1410,1802,1295,844,293,189,79,41,47,8,13,16,31,9,13,8,5
BR_Saharsa,0,0,0,0,0,0,0,2,11,8,39,20,27,27,30,92,40,64,103,243,536,866,615,431,463,347,509,299,165,232,275,266,180,186,107,91,116,127,53,76,46,47,41,32,15,9,8,14,0,6,1,4,7,9,33,182,839,1371,2094,2615,1660,898,371,213,115,85,77,44,18,30,23,22,9,8
BR_Samastipur,0,0,0,0,0,0,0,7,8,41,15,44,34,62,101,56,68,219,293,378,666,634,320,301,307,243,139,148,150,125,119,108,87,91,45,46,56,69,57,67,55,36,38,32,22,13,13,16,6,7,8,6,9,26,102,172,663,1295,2653,3051,3183,1671,1001,281,162,94,57,58,43,27,18,23,25,18
BR_Saran,0,0,0,0,0,0,7,1,2,19,38,34,46,36,17,62,68,277,434,615,685,831,655,413,337,319,260,190,189,203,121,181,97,110,95,73,112,109,96,167,138,122,89,73,37,30,18,24,12,10,1,2,4,17,61,249,1100,3376,3727,3039,2040,954,382,286,181,123,97,98,22,24,16,5,7,4
BR_Sheikhpura,0,0,0,0,0,0,1,1,19,20,47,20,12,10,10,27,26,82,151,164,390,425,187,104,133,142,119,165,141,102,123,126,57,65,31,15,22,11,10,7,10,6,6,4,3,3,2,0,0,0,1,0,1,0,11,69,253,589,738,1780,801,206,98,36,21,41,11,4,7,9,9,3,3,0
BR_Sheohar,0,0,0,0,0,0,0,3,1,2,3,15,29,21,6,16,14,35,74,100,85,142,86,100,121,70,54,58,54,46,47,24,25,15,32,9,30,13,29,45,24,19,32,16,20,7,7,10,8,0,0,0,3,6,5,22,104,314,482,706,461,384,185,88,28,19,15,6,6,2,4,1,3,6
BR_Sitamarhi,0,0,0,0,0,0,6,0,1,21,23,17,27,26,9,20,18,59,153,254,529,677,525,238,262,211,122,86,139,97,66,171,82,71,44,62,58,34,67,86,75,38,40,9,17,11,7,1,7,12,2,0,3,9,18,115,247,562,896,1070,641,558,263,134,56,36,19,10,3,6,12,26,2,8
BR_Siwan,0,0,0,0,0,0,30,3,12,11,24,41,109,79,93,70,91,531,125,339,476,408,339,172,167,170,145,134,172,130,112,112,60,61,73,29,56,60,63,89,54,46,34,43,12,17,12,12,1,3,4,3,12,19,132,173,809,1722,2028,2028,1491,907,483,246,121,80,39,28,11,13,10,8,4,4
BR_Supaul,0,0,0,0,0,0,0,1,10,33,16,58,54,25,31,44,85,102,127,384,432,421,250,310,343,311,510,454,300,197,194,176,92,89,87,80,130,79,56,38,44,19,10,14,10,9,4,3,2,2,4,2,6,12,17,74,276,1155,2558,2399,1915,1426,716,422,324,127,48,22,12,26,11,7,6,4
BR_Vaishali,0,0,0,0,0,0,3,1,7,38,17,24,14,22,18,72,124,151,370,523,883,637,266,256,159,175,172,179,184,163,152,108,71,67,60,114,88,64,58,62,65,58,68,29,49,27,23,17,10,21,4,3,8,12,45,176,575,1691,1983,4632,2614,1187,650,191,106,89,59,38,22,15,9,12,7,12
BR_West Champaran,0,0,0,0,0,0,5,6,14,9,11,19,37,29,25,109,70,446,228,468,464,728,433,355,350,346,284,253,236,192,148,148,87,80,61,76,44,36,43,84,29,35,12,23,14,6,5,11,6,13,2,1,5,40,45,184,817,2261,3702,4043,1908,1025,466,165,61,20,9,18,5,9,6,10,2,4
CH_Chandigarh,0,0,0,0,0,0,94,75,22,34,64,23,38,54,24,31,90,142,161,227,347,583,767,1209,1517,2040,2254,1584,980,721,501,395,441,607,611,955,655,680,646,472,379,442,386,252,183,213,161,160,177,322,519,738,1244,1678,1955,2488,2968,4634,5503,5866,5391,3426,1611,845,471,347,201,114,105,47,52,31,21,54
CT_Balod,0,0,0,0,0,0,0,0,2,16,6,17,0,3,0,9,6,18,8,9,13,44,114,81,321,325,595,500,523,441,537,534,491,644,489,540,628,574,536,498,356,304,281,196,112,17,31,23,15,10,10,14,58,263,612,1919,1650,2981,3005,2848,1873,844,535,288,160,107,71,40,29,22,24,21,11,6
CT_Baloda Bazar,0,0,0,0,0,0,0,0,0,15,5,76,39,67,31,12,46,12,20,71,69,69,69,174,293,410,703,517,599,564,498,505,420,347,397,409,548,582,443,445,254,251,210,141,153,426,70,64,44,38,44,64,97,219,444,2915,4914,5200,5657,4817,3807,1909,1106,675,310,197,94,72,65,60,57,52,106,20
CT_Balrampur,0,0,0,0,0,0,0,0,0,1,15,1,20,63,28,17,8,12,21,9,40,14,10,27,93,180,145,194,209,258,263,361,120,113,111,143,171,168,160,184,173,127,89,60,33,104,21,5,9,5,10,17,37,31,109,382,930,1932,2296,2739,3175,2294,1315,534,298,109,94,66,35,34,13,21,16,8,0,0,0,0,0,0,-20279,1,9,23,6,7,4,1,12,26,19,20,57,96,118,202,130,209,163,108,203,105,70,52,64,60,39,31,26,21,56,30,41,28,37,25,19,14,56,11,4,1,2,7,1,4,39,65,70,207,528,1159,939,657,801,518,147,53,27,16,29,5,2,1,0,3,0,2
CT_Bastar,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,16,38,15,71,51,110,83,91,309,227,434,619,788,698,936,892,628,344,259,246,146,145,137,136,61,58,41,65,36,28,1295,27,30,31,33,24,34,48,110,316,709,1028,1327,1447,1270,1389,1132,753,562,383,293,169,191,132,132,119,85,83,86
CT_Bijapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,19,28,11,19,25,72,247,157,301,338,240,403,574,459,306,170,150,77,104,114,49,51,27,14,12,7,10,11,100,2,2,0,4,3,3,5,23,14,50,86,206,192,330,281,255,341,402,438,321,325,305,235,131,81,58,44,20
CT_Bilaspur,0,0,0,0,0,0,1,0,0,18,30,49,60,13,2,51,68,139,77,155,180,142,249,362,1032,1515,1788,983,1020,976,956,1132,807,616,669,679,893,757,751,782,630,583,581,460,248,1760,163,103,75,158,152,172,411,760,1466,4123,7034,8390,8474,6529,3313,1366,618,254,114,86,45,64,78,99,67,47,56,40,0,0,0,0,0,0,0,0,-65467,3,11,3,3,8,11,4,4,12,5,31,39,34,91,37,81,115,132,136,104,132,115,71,98,171,176,115,245,305,259,125,124,65,20,20,4,4,5,19,11,9,28,31,53,108,240,230,336,591,978,2041,2246,1346,719,342,164,104,110,56,91,46,38,47,89,170
CT_Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,23,26,12,35,35,5,24,73,117,135,234,471,683,770,487,562,517,332,312,194,239,186,127,93,70,36,53,41,18,19,143,14,1,5,15,20,9,11,23,33,212,341,364,506,609,512,460,373,272,227,148,143,124,109,48,45,22,19,14
CT_Dhamtari,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,18,7,7,19,13,51,141,309,336,607,654,482,523,531,551,410,337,344,323,400,346,483,401,370,330,231,156,112,-293,81,41,39,34,58,29,142,240,642,1922,2350,3099,3013,2878,1540,947,687,470,211,151,100,77,55,80,40,26,21,16
CT_Durg,0,0,0,0,0,0,1,9,0,0,1,11,36,35,38,38,20,118,195,262,283,335,707,907,1471,1618,2004,2124,1995,1227,1033,972,535,832,556,704,902,856,772,840,673,829,796,591,349,1831,326,266,414,366,231,618,1757,5326,6079,11856,12303,11782,8850,4918,2336,1021,489,250,184,143,92,100,86,100,62,53,112,26
CT_Gariaband,0,0,0,0,0,0,0,0,0,4,1,5,0,12,7,12,7,17,16,16,20,25,77,53,171,264,324,264,283,260,246,201,230,254,288,140,204,193,116,103,88,59,80,41,42,444,40,33,47,30,13,17,25,109,365,904,3263,2710,2501,1990,1353,700,414,172,136,97,46,17,36,25,28,13,9,13
CT_Janjgir Champa,0,0,0,0,0,0,0,0,5,10,0,40,70,80,23,21,31,55,70,54,65,63,130,249,608,706,1072,595,1314,1768,1554,1280,1171,1393,996,1213,806,757,825,784,546,445,351,218,133,1016,58,25,16,47,31,34,96,119,421,1574,3847,5586,6567,7984,4278,2503,1349,772,386,204,156,180,193,194,117,73,74,60
CT_Jashpur,0,0,0,0,0,0,0,0,0,1,15,59,8,21,60,25,1,14,15,6,42,36,71,46,139,135,138,140,214,164,157,292,126,130,166,180,190,168,111,228,163,139,214,143,73,94,39,29,56,70,73,86,131,276,444,1255,2051,2749,3185,4056,3098,1956,1299,821,425,168,140,126,153,109,74,45,59,53
CT_Kondagaon,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,12,48,37,46,56,38,91,102,210,245,248,284,452,612,383,402,378,225,166,191,217,224,146,120,71,54,48,41,113,10,6,3,5,5,3,10,47,47,259,442,982,1228,1738,892,633,482,285,205,128,81,62,78,79,45,21,15,16
CT_Korba,0,0,0,0,0,0,28,0,0,13,1,55,95,67,47,2,34,8,43,16,23,71,75,112,297,393,652,461,1040,1336,1500,1329,1101,1079,917,1126,1283,839,616,701,388,335,298,130,89,258,89,48,44,49,59,90,95,269,686,2332,5244,5946,7462,7042,3880,2201,832,499,266,133,81,77,72,64,47,40,51,36
CT_Koriya,0,0,0,0,0,0,0,0,1,4,24,9,9,7,2,5,12,12,11,26,22,28,117,75,178,297,295,87,393,382,363,344,237,210,157,199,213,251,202,254,207,125,229,110,93,116,42,33,50,71,33,66,135,257,287,648,1523,1963,3101,3908,3480,2970,1589,517,344,205,110,47,73,60,34,28,29,14
CT_Mahasamund,0,0,0,0,0,0,0,0,0,0,1,50,21,5,8,3,2,8,12,27,64,57,45,213,320,424,547,461,341,433,523,459,381,264,365,370,511,459,488,476,387,314,243,222,157,623,73,69,68,30,24,42,127,369,1031,3048,2443,2898,3526,3563,1991,1104,664,425,217,72,66,36,35,37,24,19,18,21
CT_Mungeli,0,0,0,0,0,0,0,0,0,12,70,4,24,9,2,2,0,12,28,12,4,5,20,108,113,247,361,250,406,262,282,317,253,268,146,138,157,103,67,64,47,51,65,33,40,112,14,15,5,9,13,8,39,35,193,805,2136,2932,3870,4130,3034,1256,906,175,73,35,24,38,17,6,11,12,3,5
