Districtid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74
JK_Kathua,0,0,0,0,0,0,1,1,29,10,30,34,50,34,22,31,50,60,108,70,59,66,63,123,198,246,388,261,185,136,71,50,71,56,95,79,94,96,128,97,56,56,30,11,7,2,2,0,0,4,6,3,6,19,88,113,223,391,543,1119,1333,1084,522,227,120,92,41,25,17,21,4,5,3,8
JK_Kishtwar,0,0,0,0,0,0,1,0,0,6,0,10,5,2,3,2,16,23,38,39,18,18,10,25,119,230,265,275,219,191,183,139,78,109,137,161,139,101,94,45,13,6,8,1,2,0,1,1,0,5,0,1,0,1,16,31,17,51,119,181,340,242,222,171,92,99,92,94,45,39,26,24,31,35
JK_Kulgam,0,0,0,0,0,0,11,10,98,79,80,89,250,58,84,95,132,154,303,65,86,104,114,95,79,83,96,79,46,39,59,66,31,24,37,24,20,22,12,14,17,11,3,9,11,5,6,9,8,14,11,8,8,12,108,128,135,417,1019,1554,1401,1299,885,531,420,171,153,114,67,37,14,38,29,36
JK_Kupwara,0,0,0,0,0,0,55,16,26,67,95,72,56,48,82,67,162,87,185,80,132,268,282,265,244,495,394,272,267,168,159,206,210,197,151,219,151,84,99,72,62,51,47,23,24,18,8,5,1,11,9,16,27,29,77,132,158,288,770,883,1152,1194,1361,851,568,328,185,141,87,55,38,33,45,41
JK_Pulwama,0,0,0,0,0,0,7,6,2,10,45,51,91,100,117,105,111,197,352,344,269,222,249,287,242,312,365,333,218,177,186,141,117,104,80,122,109,110,95,130,92,94,41,32,25,29,31,33,46,26,26,20,22,28,69,74,181,391,567,1611,1721,1206,1068,948,578,292,162,94,97,85,40,53,38,29
JK_Punch,0,0,0,0,0,0,0,0,0,6,32,30,36,4,12,4,18,10,18,48,47,56,22,66,71,341,475,374,172,139,144,68,60,37,53,24,21,16,15,11,9,12,16,4,18,11,7,11,2,0,5,7,3,5,12,23,57,126,262,540,561,554,434,429,275,135,110,59,52,51,23,20,14,12
JK_Ramban,0,0,0,0,0,0,1,0,17,26,45,79,27,12,8,11,28,64,154,65,39,48,10,2,56,102,218,261,115,52,64,47,45,84,61,85,77,85,40,43,21,18,8,9,3,1,4,0,0,0,0,0,3,9,16,12,31,164,316,467,468,817,548,354,242,137,81,59,47,34,10,16,12,2
JK_Reasi,0,0,0,0,0,0,1,0,2,1,10,6,4,8,8,5,12,7,37,55,58,56,79,19,71,131,156,151,146,97,70,33,54,50,40,43,48,58,40,33,32,7,3,2,4,1,7,1,0,0,2,7,3,2,6,235,508,630,471,370,591,379,394,140,112,66,210,152,236,36,18,48,72,90
JK_Samba,0,0,0,0,0,0,6,1,4,9,21,16,34,36,9,32,56,104,36,66,55,74,57,98,86,237,321,269,205,135,94,64,49,36,53,90,97,95,73,53,42,52,34,20,7,4,2,3,1,3,2,2,0,13,22,50,116,238,496,816,908,815,383,168,116,52,16,35,10,19,4,3,1,6
JK_Srinagar,0,0,0,0,0,0,106,25,24,23,94,97,144,128,203,247,521,999,1182,1298,909,790,1031,1204,960,1513,1331,1375,1172,1128,1026,1001,838,922,1015,937,649,699,570,520,364,377,157,204,222,180,150,157,250,249,264,265,432,579,1068,1950,2621,3844,6508,7692,4985,4448,2913,2081,1438,933,678,527,393,307,204,268,216,189
JK_Udhampur,0,0,0,0,0,0,20,2,2,9,32,64,26,54,50,29,13,23,64,84,147,27,59,91,185,417,337,354,253,139,80,67,79,117,177,257,255,266,156,73,56,28,69,18,14,8,13,22,20,57,5,3,10,9,31,217,563,445,597,1170,1287,1336,511,307,180,88,56,63,38,27,13,27,41,28
JH_Bokaro,0,0,0,0,0,0,10,0,0,5,7,3,4,0,14,7,37,30,32,125,146,149,344,450,812,875,278,410,419,333,287,356,275,194,185,163,116,101,88,106,81,78,72,47,27,12,21,9,7,8,18,20,35,63,128,402,832,1720,2127,3348,1831,1212,363,186,64,51,51,47,40,44,38,49,17,6
JH_Chatra,0,0,0,0,0,0,0,0,0,2,-1,0,34,6,6,7,44,121,19,124,82,26,26,113,274,122,82,86,31,58,24,9,9,29,11,8,6,12,5,11,12,11,3,5,7,2,2,1,0,2,2,0,1,12,9,82,268,713,1204,852,760,324,120,87,79,33,35,3,1,3,0,2,4,2
JH_Deoghar,0,0,0,0,0,0,4,0,0,1,0,0,5,0,31,8,13,46,40,337,122,141,284,196,204,302,317,327,216,114,93,161,135,140,65,77,65,47,42,32,28,27,18,12,1,1,4,8,15,10,10,5,6,36,67,325,730,1201,1541,1102,914,521,318,126,55,24,35,20,15,14,12,11,16,13
JH_Dhanbad,0,0,0,0,0,0,2,2,1,2,23,41,43,0,17,52,95,78,113,135,391,525,892,486,444,596,475,527,304,323,217,304,243,257,192,127,94,117,74,85,95,93,131,79,37,24,24,17,16,6,9,18,20,69,124,524,796,1324,1345,1090,1050,1080,502,306,143,84,78,26,23,29,26,13,20,21
JH_Dumka,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,6,5,19,9,83,57,47,76,149,260,85,64,120,117,42,36,42,27,20,15,15,19,18,15,3,16,5,9,4,3,1,11,5,3,1,1,3,8,34,98,396,486,600,671,419,288,62,83,15,26,3,9,4,0,4,1,3,2,2
JH_East Singhbhum,0,0,0,0,0,0,0,0,4,16,76,75,59,79,57,114,179,157,458,708,766,1009,1216,1390,2119,2063,1578,1294,1142,703,411,307,284,294,228,167,197,139,93,213,179,174,120,130,68,41,48,59,57,59,41,67,132,180,510,1296,3256,4834,6017,6353,4429,2539,965,1350,697,185,93,92,91,54,29,15,22,12
JH_Garhwa,0,0,0,0,0,0,3,20,5,19,12,19,12,7,0,14,32,99,146,84,70,214,75,304,145,205,223,319,151,120,57,77,62,63,39,37,39,22,30,34,23,9,20,5,8,3,4,1,0,0,0,0,2,1,8,96,332,493,793,646,797,474,169,81,41,26,31,32,2,1,2,23,2,2
JH_Giridih,0,0,0,0,0,0,1,0,9,6,1,4,32,4,30,16,16,92,57,342,425,143,83,478,593,265,275,146,103,84,51,17,13,17,24,21,21,14,14,4,7,6,8,2,0,0,0,0,0,1,0,0,2,5,27,103,171,457,1132,1565,906,503,334,141,85,43,26,25,2,0,2,2,2,1
JH_Godda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,10,15,57,56,420,63,57,94,133,84,177,278,196,130,68,43,44,61,16,9,15,8,7,11,6,7,11,5,12,3,1,0,1,1,0,1,5,15,46,177,330,625,770,761,545,185,92,73,22,29,3,18,0,1,26,2,0,0
JH_Gumla,0,0,0,0,0,0,0,0,0,10,11,16,51,6,21,4,11,20,51,158,61,92,136,107,257,220,216,135,94,127,114,85,49,55,52,23,10,20,14,8,16,15,22,19,16,5,9,6,4,6,7,6,20,40,85,217,508,1031,1363,1562,1200,668,326,194,122,71,38,31,20,19,3,8,2,1
JH_Hazaribagh,0,0,0,0,0,0,3,0,21,17,28,47,16,31,26,13,43,147,101,154,217,174,203,413,429,488,316,431,299,153,113,89,55,44,53,14,46,40,36,57,28,39,22,18,9,4,4,1,0,2,5,3,4,16,79,374,941,2299,3339,3582,2267,979,448,399,168,115,46,25,7,18,11,7,3,3
JH_Jamtara,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,3,11,7,51,52,34,73,92,146,45,124,77,79,65,40,77,40,78,18,27,23,18,9,11,19,2,8,6,3,2,1,3,0,1,4,1,0,7,50,232,249,887,908,772,662,211,99,56,30,29,22,18,17,14,5,6,2,1
JH_Khunti,0,0,0,0,0,0,0,0,0,0,5,4,7,6,6,3,2,10,3,68,218,99,90,174,192,207,140,168,167,152,99,83,33,55,19,10,17,17,12,25,14,9,11,5,2,3,2,3,2,4,3,0,7,12,40,181,473,1043,972,1126,942,423,192,130,39,13,8,9,4,2,4,2,7,9
JH_Latehar,0,0,0,0,0,0,0,0,1,3,6,13,29,2,0,5,18,130,19,42,134,141,166,177,189,119,154,77,94,78,51,41,24,22,28,23,32,19,20,3,9,24,25,21,12,3,3,9,2,2,1,5,8,13,19,125,383,768,1170,1293,939,512,257,139,74,31,53,31,31,14,10,9,6,3
JH_Lohardaga,0,0,0,0,0,0,0,0,0,2,1,4,30,11,5,7,40,35,61,54,44,62,98,89,177,56,148,197,211,45,68,89,57,34,28,13,27,23,21,14,11,8,10,11,12,0,0,0,1,5,1,2,2,11,28,112,281,615,1290,1125,603,380,219,101,36,11,22,10,3,13,3,3,8,3
JH_Palamu,0,0,0,0,0,0,3,5,7,0,3,11,16,0,6,15,22,28,126,184,194,366,346,182,344,157,261,350,146,91,45,99,34,72,68,53,39,40,43,49,53,51,61,40,18,7,5,0,0,0,0,0,0,0,13,72,304,1171,1349,1891,2522,802,311,78,53,24,16,13,13,14,3,0,0,0
JH_Ramgarh,0,0,0,0,0,0,0,0,0,6,18,53,31,7,5,2,46,74,84,105,130,188,193,403,755,669,381,254,145,154,118,95,54,64,88,50,71,34,20,60,63,55,26,12,10,3,2,3,2,2,11,10,17,24,62,270,746,1877,1907,1966,1272,617,224,120,72,30,29,18,12,27,11,15,13,16
JH_Ranchi,0,0,0,0,0,0,83,10,10,11,15,15,21,30,12,53,109,358,743,791,1198,908,1324,1572,3189,2341,2446,2532,2282,2192,1703,1049,664,706,421,466,515,553,546,684,577,570,631,467,360,281,174,164,162,214,182,201,308,770,2066,4632,8360,9981,10738,7054,4110,1829,991,400,185,98,82,54,50,57,40,36,36,77
JH_Sahibganj,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,10,24,50,58,57,107,82,96,240,201,90,152,89,86,45,34,72,14,19,24,14,21,15,6,16,1,5,2,1,1,4,0,2,1,1,2,0,6,60,92,250,460,848,353,356,210,165,76,90,70,17,17,25,25,13,8,10,15,4
JH_Saraikela-Kharsawan,0,0,0,0,0,0,0,0,0,4,0,16,16,0,12,32,24,14,62,86,134,178,152,137,564,551,440,313,302,197,70,78,42,65,41,28,25,31,24,10,3,19,10,4,3,1,3,0,7,10,3,1,1,19,12,67,101,651,690,763,437,299,224,113,41,36,11,13,5,2,5,1,1,0
JH_Simdega,0,0,0,0,0,0,2,0,0,5,7,84,134,85,34,2,12,22,14,118,83,168,80,131,122,196,190,60,112,58,80,45,34,36,23,9,13,33,1,4,11,10,6,10,10,5,1,7,0,2,2,6,4,4,51,94,372,710,803,863,855,515,279,236,98,70,64,50,19,2,16,12,5,2
JH_West Singhbhum,0,0,0,0,0,0,0,0,0,4,11,6,25,9,2,4,32,38,49,171,140,208,265,292,552,507,538,540,300,298,118,210,82,108,35,33,29,62,37,24,18,24,29,15,12,7,3,1,0,3,5,0,16,16,48,204,442,960,1482,1819,1560,900,327,123,101,40,61,25,7,9,5,5,5,3
KA_Bagalkote,0,0,0,0,0,0,30,21,20,6,1,13,9,17,46,63,166,237,596,588,1098,1083,1066,850,971,1177,1081,682,908,759,897,506,215,157,85,93,57,52,54,34,14,43,17,19,21,7,6,1,5,8,2,20,25,61,65,175,392,806,2279,5534,5446,2404,1589,1443,635,229,67,67,13,25,21,19,19,21
KA_Bengaluru Rural,0,0,0,0,0,0,6,0,0,5,4,16,6,10,31,140,127,222,853,929,451,616,525,724,907,787,1173,1239,1566,1650,1839,1680,672,435,368,252,321,209,157,138,136,106,121,97,78,60,45,57,31,35,38,64,157,271,416,616,1311,3159,5587,6010,6647,5694,4056,2656,1819,1324,723,455,370,321,257,161,182,153
KA_Bengaluru Urban,0,0,0,0,0,0,145,30,41,51,71,114,196,428,1455,5814,8517,12757,13884,13893,14841,15443,18069,18693,20315,22426,24255,25192,29070,31234,27071,19300,13164,11279,8692,6186,5978,4687,4566,4352,3848,3136,2935,2367,2332,1817,1671,1460,1739,1811,2311,3175,5822,9536,18075,30154,59444,99081,143170,153903,112718,69344,42445,25679,15158,8986,6316,4667,3636,2858,2792,2744,2799,2459
KA_Bidar,0,0,0,0,0,0,15,10,30,24,52,84,135,134,71,171,250,356,457,474,580,615,573,406,439,486,384,378,314,237,113,53,54,26,35,62,48,38,27,49,55,34,31,40,29,17,53,40,24,32,87,100,265,495,1087,1322,2291,2317,2442,2949,1722,790,382,168,98,59,50,35,29,18,14,11,10,8
KA_Chikkaballapura,0,0,0,0,0,0,20,2,2,75,37,14,2,11,20,62,119,341,644,491,660,298,510,664,844,785,778,569,900,863,1080,984,466,289,224,175,152,122,252,217,171,186,169,171,121,97,53,34,30,35,50,42,85,77,77,294,828,2109,4049,4855,4044,4303,2716,2601,1792,839,535,204,137,125,92,89,62,53
KA_Chikkamagaluru,0,0,0,0,0,0,0,0,0,10,8,0,1,17,14,35,49,118,366,432,410,657,703,928,1218,934,1190,908,1251,1153,998,632,333,328,220,98,154,169,148,91,67,63,86,75,34,32,34,18,25,18,14,15,46,88,197,221,362,1096,2506,3556,4500,5412,4709,3444,2478,1539,1010,716,820,570,568,446,461,445
KA_Chitradurga,0,0,0,0,0,0,1,6,2,2,28,1,3,0,7,30,23,97,148,364,293,422,427,602,1202,1044,1161,750,1067,2027,1326,777,547,359,359,221,251,165,229,157,95,121,96,90,102,87,68,78,33,39,49,31,56,63,112,222,287,804,832,1088,1728,4033,3691,4186,1584,850,467,238,253,136,114,151,148,133
KA_Dakshina Kannada,0,0,0,0,0,0,18,7,19,15,57,51,96,155,150,519,939,1280,1301,1240,1223,1574,1493,1972,2491,2359,2795,1913,2352,2245,1867,1270,841,577,406,295,328,260,217,231,201,191,268,178,167,194,220,194,134,114,136,155,390,396,421,737,1219,2849,5322,8640,8675,6083,5381,4650,3840,4871,3229,2242,1576,1429,1550,2162,2376,2787
KA_Davanagere,0,0,0,0,0,0,10,57,22,30,29,38,40,22,41,56,171,229,589,875,1074,1800,1702,2072,2120,1776,1653,1045,1144,1737,848,1106,489,269,202,154,182,99,98,105,88,69,74,88,61,58,37,31,34,11,27,19,42,48,101,205,457,1279,1863,2779,2591,4893,4597,3479,2079,1502,808,544,269,164,120,96,64,82
KA_Dharwad,0,0,0,0,0,0,10,2,10,16,8,11,54,72,110,217,449,960,1106,1250,1498,1613,1665,1697,1971,1590,1264,1344,906,861,971,775,314,224,179,104,116,133,101,98,102,81,89,82,59,54,48,39,41,39,56,88,110,191,359,556,1127,2433,3726,6170,5894,6486,5375,2031,1815,662,408,242,140,120,94,66,77,61
KA_Gadag,0,0,0,0,0,0,5,0,7,23,0,6,8,11,80,63,99,253,388,537,685,812,917,1082,1327,1056,932,525,558,468,327,213,115,55,51,57,74,51,41,29,42,23,23,14,14,10,11,9,8,7,12,23,26,59,96,101,208,486,880,1469,2983,3399,2279,1624,663,259,152,108,44,39,13,28,33,11
KA_Hassan,0,0,0,0,0,0,0,0,20,65,73,45,33,50,42,150,176,188,666,773,1027,1139,1349,1771,2175,1788,1718,1968,2807,2935,2061,1091,845,836,575,286,283,297,277,198,194,132,173,117,76,82,75,66,56,49,56,53,156,267,456,723,1219,3283,5142,11168,10949,9753,9229,8656,5300,3346,2375,1721,1540,1075,786,718,772,689
KA_Haveri,0,0,0,0,0,0,0,2,1,3,8,8,2,15,18,95,137,115,308,331,722,643,841,882,946,1325,1071,671,694,557,346,317,174,109,83,39,172,161,86,46,21,16,12,9,7,7,1,5,9,5,4,2,4,16,22,72,229,355,681,1738,1957,1733,1543,972,822,273,163,80,74,52,26,23,10,15
KA_Kalaburagi,0,0,0,0,0,0,55,12,27,42,118,367,262,277,204,233,427,650,1038,1817,1618,1393,1399,1413,1393,1472,1226,1115,965,907,509,480,276,229,200,108,201,128,142,162,152,94,141,117,135,103,97,94,91,98,140,211,374,687,970,1544,2964,4951,6791,8804,5925,3356,1170,633,385,178,157,137,91,66,39,58,49,30
KA_Kodagu,0,0,0,0,0,0,1,0,0,1,1,0,0,0,36,37,65,118,63,129,199,284,232,183,315,244,307,299,356,722,756,298,210,137,131,80,79,74,84,160,74,86,61,69,50,60,75,33,14,25,35,26,23,90,72,119,257,994,3885,4469,4127,2287,2004,1877,1466,849,1114,966,860,419,472,511,617,530
KA_Kolar,0,0,0,0,0,0,0,0,6,8,8,8,11,15,48,57,100,200,401,502,438,502,556,460,590,499,569,508,467,1036,653,334,351,360,193,113,124,158,126,135,110,85,139,51,53,21,24,36,37,20,22,53,98,157,225,458,662,2438,4766,5140,4479,4742,4442,2578,1711,909,701,599,505,299,207,211,271,185
KA_Koppal,0,0,0,0,0,0,0,0,0,3,1,1,8,15,53,27,79,245,234,519,1029,1075,1191,1533,1540,1249,1128,1212,652,590,404,395,167,141,84,40,52,35,43,64,48,27,22,11,7,3,6,2,4,6,3,3,16,31,123,168,526,872,2755,3431,2957,3646,2574,1996,1075,448,209,150,74,28,14,33,21,24
KA_Mandya,0,0,0,0,0,0,26,2,22,187,20,76,5,26,36,108,176,178,265,533,835,768,830,1020,1433,1469,986,1056,1717,1568,1486,1276,673,610,516,335,248,322,216,177,140,119,80,41,50,30,30,30,46,23,20,20,92,162,309,539,907,3114,6937,8783,9400,4960,4613,4155,3086,2019,909,681,603,393,303,303,273,241
KA_Mysuru,0,0,0,0,0,0,88,0,0,2,4,3,17,35,86,174,364,741,1123,1945,2274,3059,2389,4506,4584,3692,4217,3045,3943,5232,3115,1927,1119,936,793,510,677,377,394,361,454,312,274,218,212,180,156,224,126,198,105,223,327,592,931,1670,3040,5018,13312,17589,13423,14197,15572,9563,6897,4993,3494,2592,1891,1425,1080,936,874,703
KA_Raichur,0,0,0,0,0,0,0,0,0,66,68,224,25,46,34,96,111,294,607,811,1209,1315,880,1091,1280,1070,1093,601,818,758,336,266,165,115,141,96,156,140,93,91,47,22,42,30,18,12,12,6,9,5,18,9,28,71,121,197,565,2182,4461,4693,4036,3763,3138,1417,479,137,124,57,30,17,17,9,25,12
KA_Ramanagara,0,0,0,0,0,0,0,0,0,0,1,3,12,71,61,79,158,38,196,480,476,474,514,539,579,499,450,308,490,743,357,138,146,164,89,91,70,28,40,48,30,9,11,9,8,3,5,6,4,4,5,5,15,22,43,223,433,1248,1772,3258,3017,2721,1839,822,348,258,135,91,142,95,29,34,50,20
KA_Udupi,0,0,0,0,0,0,3,0,6,44,124,712,116,58,76,137,290,523,1129,1273,1427,1819,2278,1246,1257,1402,1186,928,1755,1435,1455,722,471,274,194,134,163,135,112,70,52,79,104,29,36,65,66,65,64,81,92,131,227,901,496,455,691,1854,3770,6698,7075,5747,5804,4234,2275,1139,854,740,743,682,704,872,959,907
KA_Uttara Kannada,0,0,0,0,0,0,11,21,9,27,11,15,14,22,45,158,252,431,645,502,553,495,619,910,1006,1066,1258,867,806,1258,864,595,380,291,198,219,180,156,106,114,84,84,84,78,61,62,68,26,32,14,40,42,35,74,201,474,516,1016,2429,5586,6650,6718,5637,3405,2189,1260,748,331,352,358,299,364,407,402
KL_Alappuzha,0,0,0,0,0,0,5,0,2,11,23,42,46,39,108,89,223,349,499,355,702,707,1044,1297,744,1386,2009,2653,3970,3792,3894,4396,4408,4638,3572,3028,2520,2539,2116,2320,2144,2405,2428,2287,2676,2775,2614,2754,2396,1932,1391,898,733,711,567,1399,3614,8169,13293,17739,15911,14539,12880,9608,6814,5575,4840,5008,5103,5397,5878,7409,7338,7768
KL_Ernakulam,0,0,0,0,0,0,24,1,1,3,19,27,25,58,73,73,153,423,590,454,745,744,1103,1204,1362,1715,2221,3840,6277,6188,6460,6135,5829,6071,4742,4042,3844,3657,3693,4313,4140,4604,5161,5408,6263,5562,5238,4382,3702,2872,1935,1423,1341,1289,1876,3913,8854,24072,31553,35740,31150,22925,18837,12991,11466,9754,9571,8209,9090,10024,12042,14326,15634,15996
KL_Idukki,0,0,0,0,0,0,24,0,1,1,7,16,10,13,28,22,70,140,248,238,229,201,228,220,166,371,454,652,825,756,817,768,696,860,1014,1162,1206,1322,923,1086,1064,1024,1550,1480,1685,1688,1358,1200,690,554,531,452,457,547,538,1030,2227,5193,7103,6920,7086,6591,4896,3684,3293,2420,2043,1771,1899,1809,2048,2515,2737,3276
KL_Kannur,0,0,0,0,0,0,116,0,3,45,64,32,39,41,69,155,127,179,292,228,254,339,596,829,816,1608,1738,2324,3076,3701,2786,3025,2309,2155,2010,1660,1555,1718,1476,1634,1630,1629,1365,1615,1940,2084,1748,1612,1348,1348,1326,1077,1040,1526,2079,2550,4816,11040,13279,15713,14638,10594,7709,5322,4249,3685,3957,4552,5741,5891,5763,7385,7745,8060
KL_Kasaragod,0,0,0,0,0,0,179,0,15,16,57,59,36,34,38,54,97,262,484,465,792,626,676,989,1010,1180,1126,1443,2352,2474,1909,1321,945,916,784,718,634,747,491,458,469,467,447,502,482,641,544,687,688,860,718,606,631,628,1010,1345,2459,5563,6517,7280,6439,4653,3797,3245,3042,2758,3560,4622,4278,4719,4869,5439,5218,3826
KL_Kollam,0,0,0,0,0,0,20,0,1,13,20,56,35,77,89,84,96,214,691,385,294,417,539,1031,871,1782,1890,2973,4485,5339,4138,4118,3812,4349,3252,3218,2597,2387,2342,2551,3125,2917,2640,2941,3876,4069,3581,3977,2864,2443,1739,1251,1230,1082,1126,1560,2799,6371,10638,16056,19722,18521,15996,12872,10829,9008,8441,8255,8739,8050,8555,9828,9916,9032
KL_Kottayam,0,0,0,0,0,0,20,0,2,9,13,22,23,50,73,41,63,140,363,425,271,472,849,872,973,1317,1389,1913,2531,3021,2963,2909,2909,3198,2731,2421,2945,3238,3046,3615,3871,3567,3492,3542,4015,3720,3442,3456,2833,2170,1556,1164,1062,1070,1093,2165,5203,12859,18876,17480,16333,12334,8654,5313,4054,3777,3675,3513,4357,4847,5827,6717,7120,7131
KL_Kozhikode,0,0,0,0,0,0,24,0,7,14,19,32,53,47,46,55,102,233,447,480,715,734,909,1239,1322,1751,2870,4067,6812,7334,7022,6165,5360,5819,4896,4407,4274,4590,4018,3785,3988,3691,3695,4171,4446,4542,4402,4080,3427,3222,2579,1949,1683,1737,2687,3674,8372,20646,32040,32006,23744,15600,11417,8849,7034,5930,6371,7928,9966,11168,12236,15642,15886,16517
KL_Malappuram,0,0,0,0,0,0,24,2,19,29,23,81,93,62,117,181,317,251,412,589,895,1690,2177,2068,1227,2100,2688,4161,6294,7432,7334,6754,4879,4270,4178,5017,5346,5617,4692,3561,3814,3517,3122,3317,3656,2788,3581,3294,3365,2195,1974,1290,987,921,1382,2237,5917,15349,23669,27764,31278,28074,28813,16652,10914,7623,8800,9999,12423,12441,15892,23154,24137,21163
KL_Thiruvananthapuram,0,0,0,0,0,0,17,0,0,7,33,41,24,30,41,64,445,1219,1410,1420,2091,2120,3331,2723,2370,3492,4645,5697,6261,6779,4906,4965,4589,4349,3089,2625,2630,2522,1985,2194,2120,2340,2249,2219,2878,2762,2793,2781,2231,1718,1226,1095,1167,1296,1316,2390,4734,12353,20980,25468,27627,23557,19752,15523,13474,11244,9470,8795,7302,6776,6988,7423,7137,6743
KL_Thrissur,0,0,0,0,0,0,13,0,6,15,27,50,111,38,96,113,134,160,330,440,472,355,701,1169,956,1405,1767,3027,4451,5271,6033,6190,6430,6061,4911,3790,3774,3771,3109,3746,3320,3142,3062,2785,2841,3097,3109,3147,2680,2395,1666,1264,981,1082,1265,2285,4567,15646,24796,25416,24392,17417,13663,10946,8971,7951,7911,8797,9701,10188,12520,17048,18447,16913
KL_Wayanad,0,0,0,0,0,0,4,3,14,2,5,14,13,14,21,12,49,116,90,314,192,220,214,162,206,346,509,524,931,858,799,710,734,795,803,794,1041,1338,1285,1535,1225,1409,1307,1412,1644,1398,1101,1026,885,721,518,334,289,332,440,817,1803,4420,5325,6368,4547,3337,2251,1754,1559,1350,1655,1955,2353,2567,2816,3659,4296,3999
LA_Kargil,0,0,0,0,0,0,8,1,0,5,22,17,268,302,78,13,7,12,28,65,35,120,120,127,83,145,134,79,36,54,34,37,45,39,33,7,41,49,37,4,10,2,3,2,2,2,3,4,8,17,3,1,3,1,4,49,49,67,98,187,294,162,170,105,68,61,27,21,21,13,10,2,11,10
LA_Leh,0,0,0,0,0,0,15,18,1,1,6,5,70,97,46,32,65,70,89,121,142,150,181,266,310,153,280,306,348,528,441,342,312,481,533,503,421,463,261,128,114,154,55,39,24,42,22,17,13,15,9,16,56,67,248,490,1257,1099,751,906,860,782,1001,594,329,178,131,153,50,47,40,40,36,50
MP_Agar Malwa,0,0,0,0,0,0,12,1,0,0,0,1,1,1,0,0,9,18,31,15,12,34,30,26,40,61,41,47,22,17,25,17,7,12,21,29,26,17,10,17,19,16,8,9,0,5,5,1,3,7,12,8,7,18,50,180,487,485,372,426,295,220,26,14,12,12,6,0,0,0,0,0,0,0
MP_Alirajpur,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,31,61,64,27,78,97,152,170,142,67,35,40,36,28,9,4,10,8,15,34,12,16,57,21,26,17,11,12,2,1,3,0,6,7,21,17,48,87,170,362,593,427,261,116,41,34,6,1,3,2,0,0,0,0,0,0,0
MP_Anuppur,0,0,0,0,0,0,2,1,0,0,2,18,3,3,0,0,2,4,34,3,11,32,89,163,113,50,208,268,156,134,161,99,79,52,95,53,64,33,18,22,10,31,44,15,14,6,5,10,3,9,10,5,11,28,84,243,608,1304,1284,1416,1001,714,274,82,38,5,3,0,0,0,0,0,0,0
MP_Ashoknagar,0,0,0,0,0,0,1,0,1,8,2,1,28,1,1,5,12,15,5,8,22,25,19,36,76,46,74,71,42,27,21,29,21,43,63,144,59,47,40,38,44,20,15,13,8,3,1,0,3,2,0,6,10,18,33,154,519,457,601,285,173,109,79,51,18,2,0,0,1,14,0,0,0,0
MP_Balaghat,0,0,0,0,0,0,0,0,0,3,4,0,5,5,3,13,15,13,38,31,31,26,46,52,63,188,151,245,288,231,330,229,111,96,122,120,137,100,110,99,61,70,43,28,32,29,10,9,3,24,22,18,44,107,141,354,897,1012,894,893,702,492,183,79,20,3,5,2,4,0,2,1,1,3
MP_Barwani,0,0,0,0,0,0,26,0,0,13,4,11,8,14,30,20,41,62,120,351,176,87,52,94,117,172,206,161,98,85,96,54,20,34,36,75,83,84,64,93,84,71,49,41,49,25,12,19,27,28,21,35,67,141,337,652,1043,1055,729,679,350,105,70,44,20,4,10,2,2,1,0,2,1,1
MP_Betul,0,0,0,0,0,0,1,0,2,10,10,12,2,6,6,23,28,53,32,53,55,62,151,136,148,281,376,239,223,195,167,193,91,95,72,73,109,89,76,44,48,72,86,91,135,33,32,29,48,70,72,76,141,390,466,567,1216,1375,1408,1373,993,539,255,115,64,32,22,25,10,2,0,0,1,2
MP_Bhind,0,0,0,0,0,0,0,1,15,28,12,28,31,23,60,73,67,73,14,30,44,28,22,43,56,51,89,142,40,35,77,15,29,48,65,52,62,30,31,19,16,17,21,5,6,5,3,0,0,0,0,0,5,9,20,72,150,278,322,257,195,122,43,10,2,1,0,2,0,0,0,0,0,0
MP_Bhopal,0,0,0,0,0,0,526,178,250,237,231,311,412,312,248,279,423,678,1024,1360,1070,708,876,1008,1306,1508,1657,1858,1703,1409,2595,1323,1136,1267,1413,1745,2282,2236,2119,1386,1361,1166,1114,765,538,463,410,317,354,471,545,619,1531,2761,3491,4354,9557,12043,12522,11320,9450,4904,3233,1451,793,384,104,61,64,35,29,17,13,20
MP_Burhanpur,0,0,0,0,0,0,18,29,102,64,84,34,50,8,3,13,16,16,18,25,13,12,30,18,24,34,54,32,21,36,19,5,3,9,2,4,8,18,5,11,5,3,8,7,2,9,1,2,6,37,58,102,124,143,128,148,186,201,154,161,139,64,21,11,10,0,0,0,0,0,0,0,0,0
